PassengerId,CryoSleep,Cabin,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,Num,Deck_A,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Side_P,Side_S,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars
,False,,20.0,False,207.5562476503759,3.0,2333.4399999999987,199.0,17.0,,True,38.0,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True
,True,,22.0,False,0.0,0.0,0.0,0.0,0.0,,False,600.3676712973864,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
,False,,27.0,False,0.0,0.0,0.0,0.0,0.0,,True,64.0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True
,True,,13.0,False,0.0,0.0,0.0,0.0,0.0,,True,600.3676712973864,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
,False,,32.0,False,0.0,1755.0,0.0,0.0,67.0,,True,175.0,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False
,False,,53.0,False,0.0,143.0,1632.0,3.0,756.0,,True,46.0,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False
,True,,34.0,False,0.0,0.0,0.0,0.0,0.0,,True,46.0,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False
,True,,42.0,False,0.0,0.0,0.0,0.0,0.0,,True,46.0,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False
,True,,19.0,False,0.0,0.0,0.0,0.0,0.0,,True,176.0,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False
,False,,54.0,False,0.0,0.0,0.0,0.0,908.0,,True,173.0,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False
,False,,12.0,False,0.0,0.0,0.0,0.0,0.0,,True,177.0,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False
,False,,35.0,False,482.0,0.0,884.0,0.0,30.0,,False,217.0,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False
,False,,55.0,False,412.0,97.0,3.0,0.0,269.5732486772484,,False,177.0,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False
,False,,26.0,False,620.0,0.0,187.0,0.0,1304.0,,False,232.0,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False
,True,,49.0,False,0.0,0.0,0.0,0.0,0.0,,True,42.0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
,True,,22.0,False,0.0,415.2759882491187,0.0,0.0,0.0,,True,42.0,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
,False,,28.82793046746535,False,0.0,122.0,2138.0,5390.0999999999985,1213.0,,False,42.0,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
,False,,30.0,False,0.0,5225.0,0.0,8.0,1933.0,,False,42.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
,False,,39.0,False,0.0,5212.0,2.0,118.0,61.0,,True,600.3676712973864,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
,True,,14.0,False,0.0,0.0,0.0,0.0,0.0,,True,42.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
,True,,29.0,False,0.0,0.0,154.61159693576903,0.0,0.0,,True,42.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
,False,,34.0,False,2386.0,841.0,76.0,26.0,1693.0,,False,42.0,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
,False,,8.0,False,0.0,0.0,0.0,0.0,0.0,,True,178.0,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False
,False,,7.0,False,0.0,0.0,0.0,0.0,0.0,,False,178.0,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False
,True,,3.0,False,0.0,0.0,0.0,0.0,0.0,,False,178.0,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False
,False,,0.0,False,0.0,0.0,0.0,0.0,0.0,,False,178.0,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False
,False,,10.0,False,0.0,0.0,0.0,0.0,0.0,,False,178.0,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False
,True,,16.0,False,207.5562476503759,0.0,0.0,0.0,0.0,,False,179.0,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False
,False,,41.0,False,29.0,0.0,1095.0,0.0,4.0,,False,218.0,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True
,True,,18.0,False,0.0,0.0,0.0,0.0,0.0,,True,174.0,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False
,True,,25.0,False,0.0,415.2759882491187,0.0,275.967990599295,0.0,,True,43.0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
,True,,32.0,False,0.0,0.0,0.0,0.0,0.0,,True,43.0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
,True,,26.0,False,0.0,0.0,0.0,0.0,0.0,,True,43.0,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False
,False,,26.0,False,131.0,799.0,0.0,0.0,16.0,,False,233.0,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False
,True,,18.0,False,0.0,0.0,0.0,0.0,0.0,,True,175.0,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False
,False,,27.0,False,0.0,2987.0,2.0,3072.0,67.0,,False,47.0,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False
,True,,26.0,False,0.0,0.0,0.0,0.0,0.0,,True,47.0,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False
,False,,28.0,False,0.0,8033.309999999994,72.0,43.0,461.0,,True,48.0,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False
,False,,19.0,False,0.0,1291.0,0.0,5390.0999999999985,687.0,,False,48.0,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False
,False,,31.0,False,0.0,1847.0,0.0,103.0,694.0,,True,45.0,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False
,False,,35.0,False,0.0,1328.0,5.0,0.0,7.0,,True,235.0,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False
,False,,46.0,False,0.0,7201.0,0.0,32.0,2587.0,,False,44.0,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False
,False,,37.0,False,636.0,333.0,0.0,205.0,67.0,,False,44.0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
,True,,29.0,False,0.0,0.0,0.0,0.0,0.0,,True,44.0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
,True,,17.0,False,0.0,0.0,0.0,0.0,0.0,,True,44.0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
,False,,30.0,False,0.0,3564.0,926.0,1.0,1920.0,,False,43.0,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
,True,,28.0,False,0.0,0.0,154.61159693576903,0.0,0.0,,True,236.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True
,False,,16.0,False,0.0,58.0,12.0,68.0,653.0,,False,69.0,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False
,False,,40.0,False,2357.0,0.0,9.0,0.0,0.0,,False,221.0,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True
,False,,23.0,False,0.0,0.0,279.0,0.0,512.0,,False,83.0,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False
,False,,24.0,False,96.0,592.0,12.0,0.0,0.0,,True,182.0,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False
,True,,36.0,False,0.0,0.0,154.61159693576903,0.0,0.0,,True,176.0,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False
,True,,34.0,False,0.0,0.0,0.0,0.0,0.0,,True,223.0,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True
,True,,59.0,False,0.0,0.0,0.0,0.0,0.0,,True,44.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
,False,,20.0,False,0.0,0.0,600.0,0.0,0.0,,False,224.0,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False
,True,,15.0,False,0.0,0.0,0.0,0.0,0.0,,True,49.0,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False
,False,,19.0,False,0.0,415.2759882491187,957.0,4.0,0.0,,False,225.0,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False
,True,,64.0,False,0.0,0.0,0.0,0.0,0.0,,True,237.0,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True
,False,,24.0,False,2997.0,0.0,3.0,0.0,7.0,,True,70.0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True
,False,,23.0,False,60.0,1356.0,0.0,0.0,0.0,,True,237.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True
,False,,30.0,False,207.5562476503759,0.0,0.0,679.0,0.0,,False,71.0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True
,False,,0.0,False,0.0,0.0,0.0,0.0,0.0,,True,183.0,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False
,False,,8.0,False,0.0,0.0,0.0,0.0,0.0,,False,183.0,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False
,True,,1.0,False,0.0,0.0,0.0,0.0,0.0,,False,183.0,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False
,False,,48.0,False,0.0,33.0,654.0,0.0,113.0,,True,227.0,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False
,False,,12.0,False,0.0,0.0,0.0,0.0,0.0,,False,183.0,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False
,False,,30.0,False,0.0,575.0,180.0,4.0,44.0,,False,228.0,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False
,False,,10.0,False,0.0,0.0,0.0,0.0,0.0,,False,184.0,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False
,False,,11.0,False,0.0,0.0,0.0,0.0,0.0,,False,184.0,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False
,False,,58.0,False,204.0,4227.0,0.0,3026.0,61.0,,False,46.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
,False,,52.0,False,0.0,243.0,464.0,71.0,8.0,,True,72.0,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False
,False,,36.0,False,0.0,0.0,0.0,0.0,1583.0,,False,229.0,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False
,False,,32.0,False,600.0,670.0,0.0,187.0,0.0,,False,238.0,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False
,True,,16.0,False,0.0,0.0,0.0,0.0,0.0,,True,50.0,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False
,True,,25.0,False,0.0,0.0,0.0,0.0,0.0,,True,50.0,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False
,False,,28.0,False,2.0,558.0,0.0,0.0,0.0,,True,239.0,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False
,False,,32.0,True,0.0,122.0,2333.4399999999987,337.0,1388.0,,False,45.0,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False
,False,,28.0,False,42.0,1116.0,0.0,0.0,0.0,,True,600.3676712973864,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
,False,,16.0,False,0.0,0.0,752.0,0.0,235.0,,False,73.0,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False
,False,,50.0,True,0.0,5473.0,0.0,703.0,5646.679999999971,,False,51.0,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False
,False,,20.0,False,71.0,8.0,513.0,354.0,0.0,,False,241.0,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False
,False,,23.0,False,207.5562476503759,0.0,6.0,30.0,200.0,,False,178.0,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False
,True,,45.0,False,0.0,0.0,0.0,0.0,0.0,,True,179.0,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False
,False,,23.0,False,393.0,510.0,0.0,0.0,5.0,,False,179.0,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False
,True,,53.0,False,0.0,0.0,0.0,0.0,0.0,,False,186.0,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False
,True,,8.0,False,0.0,0.0,0.0,0.0,0.0,,False,186.0,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False
,True,,6.0,False,0.0,0.0,0.0,0.0,0.0,,True,186.0,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False
,True,,3.0,False,0.0,0.0,0.0,0.0,0.0,,False,186.0,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False
,False,,13.0,False,1.0,212.0,843.0,78.0,10.0,,True,232.0,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False
,True,,60.0,False,0.0,0.0,0.0,0.0,0.0,,False,186.0,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False
,False,,1.0,False,0.0,0.0,0.0,275.967990599295,0.0,,True,186.0,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False
,False,,40.0,False,0.0,1.0,195.0,560.0,0.0,,False,180.0,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False
,False,,51.0,False,0.0,415.2759882491187,800.0,0.0,4.0,,True,242.0,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False
,True,,31.0,False,0.0,0.0,0.0,0.0,0.0,,True,181.0,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False
,True,,28.0,False,0.0,0.0,0.0,0.0,0.0,,True,187.0,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False
,False,,20.0,False,65.0,905.0,0.0,0.0,0.0,,True,182.0,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False
,False,,14.0,False,0.0,0.0,0.0,2143.0,7.0,,False,243.0,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False
,False,,23.0,False,0.0,592.0,0.0,345.0,810.0,,False,76.0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False
,False,,4.0,False,0.0,0.0,0.0,0.0,0.0,,False,188.0,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False
,False,,20.0,False,0.0,0.0,0.0,1608.0,1.0,,False,87.0,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False
,False,,75.0,False,0.0,493.0,0.0,131.0,132.0,,False,183.0,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False
,True,,24.0,False,0.0,0.0,0.0,0.0,0.0,,True,48.0,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False
,False,,18.0,False,2.0,1311.0,60.0,28.0,1.0,,True,244.0,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False
,True,,21.0,False,0.0,0.0,0.0,0.0,0.0,,True,600.3676712973864,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
,False,,59.0,False,142.0,0.0,907.0,0.0,0.0,,True,89.0,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True
,False,,27.0,False,0.0,0.0,863.0,33.0,2.0,,True,245.0,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False
,False,,38.0,False,354.0,34.0,0.0,291.0,229.0,,False,189.0,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False
,True,,41.0,False,0.0,0.0,0.0,0.0,0.0,,False,77.0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True
,True,,36.0,False,0.0,0.0,0.0,0.0,0.0,,True,49.0,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False
,False,,29.0,False,0.0,42.0,0.0,4651.0,661.0,,False,49.0,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False
,True,,22.0,False,0.0,0.0,0.0,0.0,0.0,,True,184.0,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False
,False,,23.0,False,0.0,0.0,1250.0,0.0,0.0,,True,236.0,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False
,False,,32.0,False,27.0,393.0,1061.0,27.0,0.0,,True,237.0,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False
,False,,21.0,False,614.0,43.0,0.0,1.0,0.0,,False,246.0,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False
,False,,26.0,False,0.0,1026.0,2333.4399999999987,831.0,356.0,,True,50.0,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False
,True,,61.0,False,0.0,0.0,0.0,0.0,0.0,,True,53.0,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False
,False,,30.0,False,585.0,13.0,122.0,40.0,105.0,,True,78.0,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False
,False,,40.0,False,889.0,185.0,0.0,0.0,28.0,,True,238.0,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False
,False,,37.0,False,0.0,4677.0,0.0,115.0,223.0,,True,48.0,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
,False,,41.0,False,0.0,4224.0,0.0,1374.0,1281.0,,False,9.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
,False,,32.0,False,3096.229999999996,69.0,11.0,371.0,0.0,,False,9.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
,False,,30.0,False,0.0,192.0,0.0,565.0,0.0,,False,185.0,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False
,False,,27.0,False,0.0,415.2759882491187,0.0,0.0,0.0,,True,239.0,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False
,False,,22.0,False,0.0,17.0,0.0,61.0,567.0,,False,240.0,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False
,False,,54.0,False,704.0,0.0,431.0,0.0,47.0,,False,44.0,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
,False,,27.0,False,4.0,0.0,896.0,229.0,0.0,,False,241.0,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True
,True,,52.0,False,0.0,0.0,0.0,275.967990599295,0.0,,True,242.0,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True
,True,,15.0,False,0.0,0.0,0.0,0.0,0.0,,True,242.0,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True
,False,,27.0,False,1277.0,0.0,1.0,10.0,9.0,,False,92.0,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True
,False,,30.0,False,0.0,3628.0,289.0,1737.0,4987.0,,False,10.0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
,False,,19.0,False,0.0,0.0,619.0,0.0,142.0,,False,243.0,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False
,True,,22.0,False,0.0,0.0,0.0,0.0,0.0,,True,186.0,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False
,False,,43.0,False,1365.0,3106.0,0.0,50.0,2313.0,,False,49.0,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
,False,,25.0,False,1084.0,1.0,66.0,0.0,5.0,,False,244.0,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True
,False,,51.0,False,0.0,1.0,0.0,51.0,945.0,,False,79.0,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False
,True,,34.0,False,0.0,0.0,0.0,0.0,0.0,,True,191.0,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False
,False,,21.0,False,2066.0,0.0,15.0,0.0,1.0,,False,80.0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True
,True,,21.0,False,0.0,0.0,0.0,0.0,0.0,,False,189.0,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False
,False,,23.0,False,0.0,0.0,0.0,759.0,0.0,,False,246.0,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False
,False,,38.0,False,0.0,0.0,591.0,40.0,173.0,,False,254.0,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False
,True,,30.0,False,0.0,0.0,0.0,0.0,0.0,,False,190.0,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False
,True,,31.0,False,0.0,0.0,0.0,0.0,0.0,,True,50.0,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
,False,,44.0,False,0.0,178.0,482.0,0.0,0.0,,True,257.0,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False
,True,,14.0,False,0.0,0.0,0.0,0.0,0.0,,False,193.0,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False
,True,,18.0,False,0.0,0.0,0.0,0.0,0.0,,False,191.0,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False
,False,,19.0,False,6.0,415.2759882491187,1.0,714.0,0.0,,False,194.0,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False
,True,,28.82793046746535,False,0.0,415.2759882491187,0.0,0.0,0.0,,True,247.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
,False,,36.0,False,286.0,415.0,16.0,0.0,0.0,,False,258.0,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False
,True,,10.0,False,0.0,0.0,0.0,0.0,0.0,,True,248.0,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True
,True,,1.0,False,0.0,0.0,0.0,0.0,0.0,,True,259.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True
,True,,4.0,False,0.0,0.0,0.0,275.967990599295,0.0,,True,259.0,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True
,False,,21.0,False,733.0,0.0,1084.0,1.0,43.0,,False,259.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True
,False,,24.0,False,621.0,0.0,0.0,0.0,0.0,,False,192.0,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False
,False,,8.0,False,0.0,0.0,0.0,0.0,269.5732486772484,,False,195.0,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False
,False,,18.0,False,789.0,0.0,2.0,0.0,19.0,,False,195.0,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False
,False,,33.0,False,1758.0,59.0,4.0,0.0,0.0,,False,260.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True
,False,,31.0,True,0.0,8033.309999999994,3.0,202.0,3146.0,,True,55.0,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False
,False,,43.0,False,105.0,368.0,268.0,842.0,13.0,,True,55.0,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False
,False,,20.0,False,213.0,0.0,154.61159693576903,0.0,584.0,,False,261.0,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False
,True,,28.0,False,0.0,0.0,0.0,0.0,0.0,,True,14.0,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
,True,,30.0,False,0.0,0.0,0.0,0.0,0.0,,True,14.0,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
,False,,28.0,True,207.5562476503759,0.0,154.61159693576903,0.0,0.0,,False,14.0,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
,False,,19.0,False,68.0,0.0,0.0,719.0,0.0,,False,600.3676712973864,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
,False,,22.0,False,0.0,0.0,675.0,5.0,0.0,,True,250.0,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False
,False,,27.0,False,1.0,299.0,1.0,380.0,13.0,,False,251.0,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False
,False,,22.0,False,218.0,50.0,2333.4399999999987,146.0,256.0,,True,45.0,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True
,True,,2.0,False,0.0,0.0,0.0,0.0,0.0,,True,82.0,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
,False,,4.0,False,0.0,0.0,0.0,0.0,0.0,,False,82.0,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False
,False,,10.0,False,0.0,0.0,154.61159693576903,0.0,0.0,,False,82.0,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False
,False,,9.0,False,0.0,0.0,0.0,0.0,0.0,,True,82.0,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False
,True,,37.0,False,0.0,0.0,0.0,0.0,0.0,,False,82.0,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False
,False,,2.0,False,0.0,0.0,0.0,0.0,0.0,,True,82.0,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False
,False,,44.0,False,0.0,3863.0,1.0,1010.0,514.0,,True,56.0,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False
,False,,11.0,False,0.0,0.0,0.0,0.0,0.0,,True,56.0,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False
,True,,22.0,False,0.0,0.0,0.0,0.0,0.0,,False,193.0,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False
,True,,40.0,False,0.0,0.0,0.0,0.0,0.0,,True,600.3676712973864,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
,False,,30.0,False,278.0,3300.0,0.0,5390.0999999999985,2519.0,,False,94.0,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False
,False,,37.0,False,0.0,439.0,0.0,3198.0,6.0,,False,94.0,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False
,True,,26.0,False,0.0,0.0,0.0,0.0,0.0,,True,94.0,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False
,False,,19.0,False,0.0,4.0,109.0,0.0,671.0,,True,264.0,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False
,False,,57.0,False,0.0,987.0,1.0,4948.0,53.0,,False,52.0,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False
,False,,1.0,False,0.0,0.0,0.0,0.0,0.0,,True,265.0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
,False,,17.0,False,948.0,47.0,292.0,0.0,0.0,,False,265.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True
,False,,26.0,False,1946.0,4.0,4.0,0.0,623.0,,False,43.0,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True
,True,,21.0,False,0.0,0.0,0.0,0.0,0.0,,True,194.0,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False
,True,,28.0,False,0.0,0.0,0.0,0.0,0.0,,True,95.0,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False
,False,,36.0,False,0.0,847.0,154.61159693576903,4664.0,89.0,,False,95.0,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False
,False,,25.0,False,2508.0,0.0,23.0,0.0,67.0,,False,266.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True
,True,,40.0,False,0.0,0.0,0.0,0.0,0.0,,True,196.0,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False
,True,,23.0,False,0.0,0.0,0.0,0.0,0.0,,True,267.0,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False
,True,,2.0,False,0.0,0.0,0.0,0.0,0.0,,False,199.0,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False
,False,,10.0,False,0.0,0.0,0.0,0.0,0.0,,False,199.0,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False
,True,,43.0,False,0.0,0.0,0.0,0.0,0.0,,True,199.0,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False
,True,,0.0,False,0.0,0.0,0.0,0.0,0.0,,True,97.0,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False
,False,,24.0,False,70.0,160.0,340.0,0.0,336.0,,False,97.0,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False
,True,,42.0,False,0.0,0.0,0.0,0.0,0.0,,True,97.0,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False
